appid,tags
6870,Action;Flight;Historical;Multiplayer;Naval;Naval Combat;RTS;Simulation;Singleplayer;Strategy;War;World War II
6880,Action;Action RPG;Adventure;Atmospheric;Classic;Controller;Funny;Great Soundtrack;Multiplayer;Open World;RPG;Sandbox;Shooter;Singleplayer;Third Person;Third-Person Shooter;Violent
6900,Action;Adventure;Assassin;Atmospheric;Classic;Crime;Difficult;Great Soundtrack;Sandbox;Shooter;Singleplayer;Stealth;Strategy;Tactical;Third Person;Third-Person Shooter;Violent
6910,Action;Action RPG;Atmospheric;Classic;Conspiracy;Cult Classic;Cyberpunk;Dystopian ;First-Person;FPS;Great Soundtrack;Immersive Sim;Inventory Management;Moddable;RPG;Sci-fi;Shooter;Singleplayer;Stealth;Story Rich
6920,Action;Action RPG;Adventure;Atmospheric;Classic;Conspiracy;Cyberpunk;Dystopian ;Female Protagonist;First-Person;FPS;Illuminati;Immersive Sim;RPG;Sci-fi;Shooter;Singleplayer;Stealth;Story Rich;Transhumanism
6980,Action;Adventure;Atmospheric;Classic;Dark;Dark Fantasy;Fantasy;First-Person;FPS;Horror;Immersive;Immersive Sim;Medieval;Open World;RPG;Singleplayer;Stealth;Steampunk;Story Rich;Third Person
7000,3D Platformer;Action;Action-Adventure;Adventure;Atmospheric;Classic;Controller;Exploration;Female Protagonist;Great Soundtrack;Modern;Parkour;Platformer;Puzzle;Shooter;Singleplayer;Story Rich;Third Person;Third-Person Shooter
7010,Action;Classic;Cyberpunk;First-Person;FPS;Futuristic;Sci-fi;Shooter;Singleplayer
7020,Action;Classic;Comic Book;Multiplayer;Sci-fi;Shooter;Singleplayer;Stealth;Third Person;Third-Person Shooter
7110,Action;Action RPG;Adventure;Atmospheric;Character Customization;Choices Matter;Classic;CRPG;Fantasy;Female Protagonist;Great Soundtrack;Martial Arts;Multiple Endings;Mythology;Party-Based RPG;Romance;RPG;Singleplayer;Story Rich;Third Person
7200,Action;Arcade;Classic;Competitive;Controller;Difficult;Driving;Level Editor;Local Multiplayer;Multiplayer;Racing;Simulation;Singleplayer;Sports;Time Attack
7210,2D;Adventure;Cartoony;Casual;Classic;Comedy;Escape Room;Funny;Great Soundtrack;Mystery;Point & Click;Puzzle;Retro;Sexual Content;Singleplayer;Story Rich
7220,2D;Adventure;Casual;Classic;Comedy;Funny;Great Soundtrack;Point & Click;Puzzle;Retro;Singleplayer;Story Rich
7260,Action;Action RPG;Hack and Slash;Mythology;RPG
7340,Casual;Hidden Object;Indie;Puzzle
7510,Action;Adventure;Anime;Beat 'em up;Character Action Game;Fantasy;Female Protagonist;Great Soundtrack;Hack and Slash;Nudity;RPG;Sexual Content;Singleplayer;Spectacle fighter;Third Person;Violent
7520,Action;Action RPG;Adventure;Atmospheric;Co-op;Crafting;Dark Fantasy;Exploration;Fantasy;Hack and Slash;Inventory Management;Magic;Medieval;Multiplayer;Open World;RPG;Sandbox;Singleplayer;Story Rich;Third Person
7530,Fantasy;Singleplayer;Strategy;Tower Defense
7600,Building;Casual;Classic;Economy;Historical;Management;Multiplayer;Real-Time with Pause;Simulation;Singleplayer;Strategy;Trains
7610,Building;Classic;Economy;Historical;Management;Real-Time with Pause;Resource Management;Sandbox;Simulation;Singleplayer;Strategy;Trains
7620,Classic;Economy;Great Soundtrack;Historical;Management;Simulation;Singleplayer;Strategy;Trains;Transportation
7650,1990's;Aliens;Base-Building;Classic;Difficult;Horror;Isometric;Lovecraftian;Management;Old School;Retro;Sci-fi;Singleplayer;Strategy;Tactical;Turn-Based;Turn-Based Strategy;Turn-Based Tactics;Underwater
7660,Aliens;Atmospheric;Base-Building;Classic;Cyberpunk;Isometric;Management;Post-apocalyptic;Real-Time with Pause;Retro;Sci-fi;Singleplayer;Strategy;Tactical;Turn-Based;Turn-Based Strategy;Turn-Based Tactics
7670,Action;Adventure;Alternate History;Atmospheric;Classic;Dark;Dystopian ;First-Person;FPS;Great Soundtrack;Horror;Immersive;Political;RPG;Sci-fi;Shooter;Singleplayer;Steampunk;Story Rich;Underwater
7730,Aliens;Classic;Flight;Sci-fi;Simulation;Singleplayer;Space;Space Sim;Strategy
7760,1990's;Addictive;Aliens;Atmospheric;Base-Building;Classic;Difficult;Isometric;Management;Old School;Retro;Sci-fi;Simulation;Singleplayer;Strategy;Tactical;Turn-Based;Turn-Based Strategy;Turn-Based Tactics;Unforgiving
7770,Action;Aliens;Sci-fi;Shooter;Singleplayer;Strategy;Third Person;Third-Person Shooter
7800,3D;Action;Action-Adventure;Adventure;Alternate History;Arcade;Cartoony;Dark Comedy;Funny;Gore;Lemmings;Local Co-Op;Outbreak Sim;Retro;Singleplayer;Third Person;Vehicular Combat;Villain Protagonist;Violent;Zombies
7830,Action;Co-op;Historical;Level Editor;Military;Mod;Moddable;Multiplayer;Real Time Tactics;Real-Time;Realistic;RTS;Sandbox;Shooter;Simulation;Singleplayer;Strategy;Tactical;War;World War II
7840,Action;Arcade;Post-apocalyptic;Racing;Shooter
7860,Action;Alternate History;Arcade;Atmospheric;Dark Fantasy;Fantasy;First-Person;FPS;Gore;Historical;Horror;Multiplayer;Sci-fi;Shooter;Singleplayer;Vampire;Violent;World War I;World War II;Zombies
7940,Action;Atmospheric;Classic;Co-op;Competitive;Controller;First-Person;FPS;Great Soundtrack;Linear;Military;Moddable;Modern;Multiplayer;PvP;Shooter;Singleplayer;Story Rich;War;Zombies
8000,3D Platformer;3D Vision;Action;Action-Adventure;Adventure;Atmospheric;Classic;Dinosaurs;Exploration;Female Protagonist;Multiplayer;Parkour;Platformer;Puzzle;Remake;Shooter;Singleplayer;Story Rich;Third Person;Third-Person Shooter
8080,Action;Adventure;Atmospheric;Co-op;Co-op Campaign;Controller;Crime;Great Soundtrack;Heist;Local Co-Op;Mature;Multiplayer;Open World;Shooter;Singleplayer;Split Screen;Story Rich;Third Person;Third-Person Shooter;Violent
8100,Action;Co-op;FPS;Military;Shooter;Singleplayer
8140,3D Platformer;3D Vision;Action;Action-Adventure;Adventure;Atmospheric;Classic;Exploration;Female Protagonist;Multiplayer;Open World;Parkour;Platformer;Puzzle;Shooter;Singleplayer;Story Rich;Third Person;Third-Person Shooter;Underwater
8170,Action;Alternate History;Flight;Historical;Military;Multiplayer;Naval;Naval Combat;Open World;RTS;Simulation;Singleplayer;Strategy;Submarine;War;World War II
8190,3D Vision;Action;Adventure;Atmospheric;Beautiful;Co-op;Comedy;Destruction;Exploration;FPS;Funny;Moddable;Multiplayer;Open World;Physics;Sandbox;Shooter;Singleplayer;Third Person;Third-Person Shooter
8330,2D;Card Battler;Card Game;Casual;Clicker;Colorful;Comedy;Cute;Gambling;Horror;Inventory Management;Point & Click;Post-apocalyptic;Psychological Horror;Simulation;Singleplayer;Survival Horror;Turn-Based;Turn-Based Strategy;Turn-Based Tactics
8400,2D;Action;Arcade;Arena Shooter;Bullet Hell;Casual;Classic;Controller;Difficult;Great Soundtrack;Indie;Psychedelic;Retro;Score Attack;Shoot 'Em Up;Shooter;Singleplayer;Twin Stick Shooter
8500,Action;Character Customization;Economy;Exploration;Free to Play;Lore-Rich;Massively Multiplayer;MMORPG;Multiplayer;Open World;Politics;PvE;PvP;RPG;Sandbox;Sci-fi;Space;Spaceships;Strategy;War
8600,Automobile Sim;Driving;Multiplayer;Physics;Racing;Realistic;Simulation;Singleplayer;Sports
8780,
8790,Automobile Sim;Driving;Multiplayer;Racing;Simulation;Singleplayer;Sports
8800,4X;Classic;Education;Grand Strategy;Historical;Local Multiplayer;Management;Moddable;Multiplayer;Replay Value;Simulation;Singleplayer;Strategy;Turn-Based;Turn-Based Strategy
8850,Action;Action RPG;Adventure;Atmospheric;Dark;Dystopian ;First-Person;FPS;Great Soundtrack;Horror;Immersive;Multiplayer;Philosophical;RPG;Sci-fi;Shooter;Singleplayer;Steampunk;Story Rich;Underwater
8870,Action;Adventure;Alternate History;Atmospheric;Beautiful;Dystopian ;Fantasy;First-Person;FPS;Gore;Great Soundtrack;Immersive;Linear;RPG;Sci-fi;Shooter;Singleplayer;Steampunk;Story Rich;Time Travel
8880,Classic;Comic Book;Multiplayer;Real-Time with Pause;RPG;Singleplayer;Strategy;Superhero;Tactical
8890,Comic Book;Real-Time with Pause;RPG;Singleplayer;Strategy;Superhero;Tactical;World War II
8930,4X;Addictive;Classic;Co-op;Diplomacy;Economy;Grand Strategy;Great Soundtrack;Hex Grid;Historical;Moddable;Multiplayer;Replay Value;Simulation;Singleplayer;Strategy;Tactical;Touch-Friendly;Turn-Based;Turn-Based Strategy
8970,Indie;Point & Click;Puzzle
9010,Action;Adventure;Alternate History;Atmospheric;Classic;First-Person;FPS;Gore;Great Soundtrack;Horror;Multiplayer;Old School;Retro;Sci-fi;Shooter;Singleplayer;Stealth;Supernatural;World War II;Zombies
9060,1990's;Action;Adventure;Atmospheric;Boomer Shooter;Classic;Dark Fantasy;Difficult;Fantasy;First-Person;FPS;Gothic;Horror;Multiplayer;Old School;Puzzle;Retro;RPG;Shooter;Singleplayer
9180,1990's;2D;Action;Adventure;Classic;Family Friendly;Nostalgia;Old School;Pixel Graphics;Platformer;Retro;Sci-fi;Side Scroller;Singleplayer
9200,Action;Adventure;Atmospheric;Co-op;Crafting;First-Person;FPS;Gore;Horror;Linear;Multiplayer;Online Co-Op;Open World;Post-apocalyptic;Racing;RPG;Sci-fi;Shooter;Singleplayer;Survival
9340,Action;Base-Building;Co-op;Historical;Military;Multiplayer;Online Co-Op;Real Time Tactics;RTS;Simulation;Singleplayer;Strategy;Tactical;Tanks;War;World War II
9350,Action;Base-Building;Classic;Co-op;Great Soundtrack;Multiplayer;Real-Time;Real-Time with Pause;Robots;RTS;Sci-fi;Singleplayer;Space;Strategy;War
9420,Action;Adventure;Base-Building;Classic;Co-op;Competitive;Grand Strategy;Great Soundtrack;Moddable;Multiplayer;Online Co-Op;Real-Time;Real-Time with Pause;Robots;RTS;Sci-fi;Singleplayer;Space;Strategy;War
9460,Action;Co-op;Controller;First-Person;FPS;Gore;Military;Multiplayer;Open World;Shooter;Singleplayer;War
9480,Action;Adventure;Character Customization;Co-op;Co-op Campaign;Comedy;Crime;Female Protagonist;Funny;Great Soundtrack;Moddable;Multiplayer;Online Co-Op;Open World;Replay Value;Sandbox;Shooter;Singleplayer;Third Person;Third-Person Shooter
9500,2D;Action;Adventure;Indie;Local Co-Op;Local Multiplayer;Physics;Platformer;Puzzle;Puzzle-Platformer;Singleplayer
9710,Action;Adventure;Co-op;Isometric;Online Co-Op;Real Time Tactics;Singleplayer;Stealth;Strategy;Tactical;Western
9730,City Builder;Management;Simulation
9760,Action;Gore;Military;RTS;Strategy
9800,Action;Adventure;Assassin;Classic;Historical;Open World;Singleplayer;Stealth;Third Person;World War II
9850,Atmospheric;Classic;Cold War;Cult Classic;Great Soundtrack;Multiplayer;RTS;Simulation;Singleplayer;Strategy;Tactical;War
9880,Action;Action RPG;Adventure;Character Customization;Choices Matter;Co-op;Combat;Comic Book;Free to Play;Massively Multiplayer;MMORPG;Multiplayer;Online Co-Op;Open World;PvE;PvP;RPG;Sci-fi;Superhero;Third Person
9900,Action;Action RPG;Adventure;Character Customization;Co-op;Free to Play;Massively Multiplayer;MMORPG;Multiplayer;Online Co-Op;Open World;PvE;PvP;RPG;Sci-fi;Singleplayer;Space;Strategy;Tactical;Third Person
9940,2.5D;Action;Adventure;Anime;Casual;Cute;Fantasy;Female Protagonist;Hack and Slash;Indie;Platformer;Sci-fi;Singleplayer
9960,Adventure;Horror
9970,Action;Space
9980,Casual;Exploration;Puzzle;Relaxing;Singleplayer
10090,Action;Adventure;Classic;Co-op;First-Person;FPS;Gore;Great Soundtrack;Historical;Horror;Moddable;Multiplayer;Online Co-Op;Shooter;Singleplayer;Survival;Tanks;War;World War II;Zombies
10100,1980s;1990's;2D;Adventure;Classic;Escape Room;Fantasy;Female Protagonist;Old School;Pixel Graphics;Point & Click;Puzzle;Retro;Singleplayer
10110,1990's;2D;Adventure;Classic;Comedy;Cult Classic;Epic;Escape Room;Funny;Futuristic;Point & Click;Remake;Replay Value;Retro;Robots;Singleplayer;Space;Story Rich;Survival
10120,Action;Arcade;Casual;On-Rails Shooter;Space
10130,Action;Alternate History;Atmospheric;Bullet Time;Classic;First-Person;FPS;Futuristic;Gore;Multiplayer;Sci-fi;Shooter;Singleplayer;Time Manipulation;Time Travel
10140,Golf;Local Multiplayer;Mini Golf;Singleplayer;Sports
10150,Action;Action-Adventure;Adventure;Atmospheric;Controller;Gore;Hack and Slash;Horror;Open World;Parkour;RPG;Sandbox;Sci-fi;Singleplayer;Stealth;Story Rich;Superhero;Third Person;Violent;Zombies
10180,Action;Adventure;Atmospheric;Co-op;Controller;First-Person;FPS;Great Soundtrack;Linear;Military;Moddable;Multiplayer;Online Co-Op;PvP;Shooter;Singleplayer;Story Rich;Strategy;Tactical;War
10220,Action;Adventure;Anime;Comedy;Dark Humor;Funny;Gore;Great Soundtrack;Hentai;Mature;Nudity;Open World;Psychological Horror;Sandbox;Sexual Content;Shooter;Singleplayer;Third Person;Third-Person Shooter;Violent
10230,Adventure;Atmospheric;Point & Click
10240,Adventure;Point & Click;World War II
10250,Naval;Simulation
10260,Naval;Simulation;World War II
10270,Adventure;Atmospheric;Classic;Dark Fantasy;Fantasy;Gothic;Multiplayer;RPG;Singleplayer;Strategy;Turn-Based;Turn-Based Strategy
10460,Action;Arcade;Singleplayer;Third-Person Shooter
10500,Action;Adventure;America;Atmospheric;Classic;Grand Strategy;Great Soundtrack;Historical;Military;Multiplayer;Naval;Real Time Tactics;RTS;Singleplayer;Strategy;Tactical;Turn-Based;Turn-Based Strategy;Turn-Based Tactics;War
10520,Sports
10680,Action;Adventure;Aliens;Atmospheric;Blood;Co-op;First-Person;FPS;Gore;Horror;Hunting;Multiplayer;Online Co-Op;Sci-fi;Shooter;Singleplayer;Stealth;Strategy;Survival;Survival Horror
11020,Action;Adventure;Arcade;Automobile Sim;Casual;Co-op;Competitive;Controller;Difficult;First-Person;Free to Play;Indie;Level Editor;Massively Multiplayer;Multiplayer;Racing;Sandbox;Simulation;Singleplayer;Sports
11040,Adventure;Detective;First-Person;Investigation;Mystery;Point & Click;Puzzle;RPG;Singleplayer
11050,2.5D;Adventure;Atmospheric;Based On A Novel;Casual;Hidden Object;Indie;Point & Click;Puzzle;Singleplayer;Story Rich;Vampire
11130,Adventure;Detective;Difficult;First-Person;Free to Play;Mystery;Point & Click;Puzzle;Retro;Singleplayer
11140,Adventure;Detective;First-Person;Horror;Investigation;Lovecraftian;Mystery;Point & Click;Puzzle;Singleplayer;Third Person
11150,Adventure;Detective;Mystery;Point & Click;Puzzle;Retro;Singleplayer
11180,Adventure;Casual;Detective;Hidden Object;Mystery;Point & Click;Puzzle
11190,Adventure;Crime;Detective;Historical;Investigation;Mystery;Point & Click;Puzzle;RPG;Singleplayer;Story Rich;Thriller
11200,4 Player Local;Action;Action RPG;Aliens;Co-op;Horror;Indie;Isometric;Local Co-Op;PvE;RPG;Sci-fi;Sequel;Shooter;Singleplayer;Survival;Third-Person Shooter;Top-Down;Top-Down Shooter;Twin Stick Shooter
11230,Casual;Indie;Multiplayer;Platformer;Racing
11240,3D;Action;Assassin;Base-Building;Character Customization;Choices Matter;Colony Sim;Cyberpunk;Dark Humor;Diplomacy;Economy;First-Person;FPS;Gun Customization;Lore-Rich;Management;Open World;Sci-fi;Shooter;Strategy
11250,Naval;Naval Combat;RTS;Simulation;Strategy;World War II
11260,Naval;Naval Combat;Simulation;Strategy;World War II
11280,Action;Casual;Competitive;Family Friendly;First-Person;FPS;Funny;Great Soundtrack;Indie;Memes;Multiplayer;Shooter
11340,2D;Action;Action Roguelike;Action RPG;Arcade;Bullet Hell;Character Customization;Controller;Fantasy;Hack and Slash;Horror;Magic;Pixel Graphics;Rogue-like;Rogue-lite;RPG;Shoot 'Em Up;Shooter;Top-Down;Top-Down Shooter
11370,3D;Adventure;Alternate History;Choices Matter;Choose Your Own Adventure;Comic Book;Cyberpunk;Detective;Dystopian ;Exploration;First-Person;Hidden Object;Horror;Linear;Narration;Point & Click;Post-apocalyptic;Puzzle;Story Rich;Third Person
11390,3D;Action;Action-Adventure;Arcade;Automobile Sim;Choices Matter;Combat Racing;Crime;Detective;Driving;Funny;Heist;Investigation;Open World;Physics;Racing;Sandbox;Split Screen;Story Rich;Transportation
11450,Action;Action RPG;Action-Adventure;Adventure;Atmospheric;Comedy;Dark Fantasy;Dark Humor;Fantasy;Funny;Hack and Slash;Multiplayer;Open World;Puzzle;RPG;RTS;Story Rich;Strategy;Third Person;Villain Protagonist
11480,3D;Action;Action RTS;Co-op;Historical;Military;Moddable;Multiplayer;Old School;Real Time Tactics;Realistic;RTS;Simulation;Singleplayer;Strategy;Tanks;Top-Down;War;Wargame;World War II
11550,Action;Atmospheric;Classic;Cult Classic;Psychological;Sci-fi;Singleplayer;Stealth;Story Rich;Supernatural;Third-Person Shooter
11610,Action;Adventure;Anime;Dragons;Dungeon Crawler;Fantasy;Free to Play;Hack and Slash;Massively Multiplayer;MMORPG;Multiplayer;Open World;RPG;Third Person
12130,Action;Atmospheric;Blood;Classic;Cult Classic;Dark;Difficult;Gore;Great Soundtrack;Horror;Mature;Nudity;Psychological Horror;Shooter;Singleplayer;Stealth;Survival;Survival Horror;Third Person;Violent
12140,Action;Adventure;Atmospheric;Bullet Time;Cinematic;Classic;Crime;Dark;Detective;Great Soundtrack;Horror;Linear;Noir;Psychological Horror;Shooter;Singleplayer;Story Rich;Third Person;Third-Person Shooter;Violent
12150,Action;Adventure;Atmospheric;Bullet Time;Cinematic;Classic;Crime;Cult Classic;Dark;Detective;Great Soundtrack;Narrative;Noir;Nudity;Sequel;Shooter;Singleplayer;Story Rich;Third Person;Third-Person Shooter
12200,Action;Adventure;Atmospheric;Classic;Comedy;Controller;Dark Humor;Exploration;Funny;Great Soundtrack;Mature;Multiplayer;Open World;RPG;Sandbox;Satire;Simulation;Singleplayer;Story Rich;Third Person
12210,Action;Adventure;Atmospheric;Automobile Sim;Classic;Co-op;Crime;Dark Humor;Funny;Gore;Moddable;Multiplayer;Open World;Physics;Sandbox;Satire;Shooter;Singleplayer;Third Person;Third-Person Shooter
12220,Action;Adventure;Atmospheric;Automobile Sim;Comedy;Crime;Driving;Great Soundtrack;Mature;Moddable;Multiplayer;Nudity;Open World;Racing;Sandbox;Shooter;Singleplayer;Story Rich;Third Person;Third-Person Shooter
12310,Adventure;Casual;Cyberpunk;Dystopian ;Female Protagonist;Mystery;Point & Click;RPG;Sci-fi;Singleplayer;Story Rich
12320,Action;Action RPG;Adventure;Atmospheric;Classic;Co-op;Dark Fantasy;Dwarf;Exploration;Fantasy;Female Protagonist;Hack and Slash;Isometric;Loot;Multiplayer;Nostalgia;Open World;RPG;Singleplayer;Story Rich
12330,Action;Exploration;Open World;RPG;Sci-fi;Simulation;Singleplayer;Space;Space Sim;Spaceships
12360,Action;Arcade;Automobile Sim;Classic;Co-op;Combat Racing;Destruction;Driving;Funny;Great Soundtrack;Local Multiplayer;Multiplayer;Physics;Racing;Singleplayer;Soundtrack;Vehicular Combat
12364,
12390,Action;Comedy;First-Person;FPS;Sci-fi;Shooter
12420,RTS;Strategy
12430,Casual;Pinball
12440,Adventure;Comedy;Funny;Point & Click;Singleplayer
12450,Adventure;Comedy;Point & Click;Puzzle;Singleplayer
12460,Multiplayer;RTS;Strategy
12470,City Builder;Economy;Historical;Management;Naval;Pirates;Singleplayer;Strategy;Trading
12480,Cold War;Military;RTS;Singleplayer;Strategy;War
12500,2D;Addictive;Adventure;Anime;Casual;Fantasy;Indie;Match 3;Puzzle;RPG;Singleplayer;Strategy;Touch-Friendly
12510,Simulation;Strategy
12520,Automobile Sim;Driving;Open World;Racing;Simulation;Singleplayer
12530,Action;Adventure;Hunting;Strategy
12540,Casual;Mahjong;Puzzle
12560,Management;Simulation
12570,Casual;Cooking
12580,Casual;Time Management
12590,Racing
12600,Racing
12640,Adventure;Atmospheric;Character Customization;CRPG;Dark Fantasy;Dwarf;Fantasy;Magic;Open World;Party-Based RPG;Real-Time with Pause;RPG;Singleplayer;Story Rich;Third Person;Turn-Based
12650,Casual;Simulation
12660,Casual;Simulation
12670,Casual;Simulation
12690,America;Hunting;Simulation;Sports
12710,Action;Action RPG;Action-Adventure;Adventure;Atmospheric;Comedy;Dark Fantasy;Dark Humor;Fantasy;Funny;Hack and Slash;Open World;Puzzle;RPG;RTS;Singleplayer;Story Rich;Strategy;Third Person;Villain Protagonist
12810,Action;Action RPG;Action-Adventure;Adventure;Atmospheric;Comedy;Dark Fantasy;Dark Humor;Fantasy;Funny;Magic;Multiplayer;Open World;Puzzle;RPG;RTS;Singleplayer;Strategy;Third Person;Villain Protagonist
12900,Addictive;Arcade;Casual;Co-op;Colorful;Fast-Paced;Great Soundtrack;Indie;Local Co-Op;Local Multiplayer;Music;Music-Based Procedural Generation;Procedural Generation;Puzzle;Racing;Relaxing;Replay Value;Rhythm;Score Attack;Singleplayer
13000,Casual;Indie;Ninja
13500,Action;Adventure;Atmospheric;Classic;Controller;Dark;Dark Fantasy;Fantasy;Gore;Great Soundtrack;Hack and Slash;Open World;Parkour;Platformer;Puzzle;Singleplayer;Story Rich;Third Person;Time Manipulation;Time Travel
13520,Action;Adventure;Atmospheric;Classic;Co-op;Difficult;First-Person;FPS;Great Soundtrack;Horror;Multiplayer;Open World;Sandbox;Sci-fi;Shooter;Singleplayer;Stealth;Story Rich;Survival;Zombies
13530,3D Platformer;Action;Adventure;Atmospheric;Classic;Fantasy;Great Soundtrack;Hack and Slash;Parkour;Platformer;Singleplayer;Stealth;Story Rich;Third Person;Time Manipulation;Time Travel
13540,Action;Atmospheric;Classic;Co-op;Difficult;First-Person;FPS;Military;Multiplayer;Online Co-Op;Shooter;Singleplayer;Stealth;Tactical;Third-Person Shooter
13560,Action;Adventure;Atmospheric;Classic;Co-op;Controller;Difficult;Multiplayer;Shooter;Singleplayer;Stealth;Strategy;Tactical;Third Person;Third-Person Shooter
13570,Action;Adventure;Atmospheric;Classic;Co-op;Controller;Great Soundtrack;Immersive;Local Co-Op;Multiplayer;Shooter;Singleplayer;Stealth;Story Rich;Strategy;Tactical;Third Person;Third-Person Shooter
13580,Action;Adventure;Atmospheric;Classic;Co-op;Multiplayer;Shooter;Singleplayer;Stealth;Third Person;Third-Person Shooter
13600,3D Platformer;Action;Action-Adventure;Adventure;Atmospheric;Classic;Controller;Fantasy;Great Soundtrack;Hack and Slash;Parkour;Platformer;Puzzle;Puzzle-Platformer;Retro;Singleplayer;Story Rich;Third Person;Time Manipulation;Time Travel
